tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari
01/02/2023,P011,Kalem,Kırtasiye,1019.43,3,3058.29,6971,Sanur,Kadın,19,Konya,1167.78
18/12/2022,P010,Çanta,Giyim,138.61,2,277.22,3595,Taylak,Kadın,64,Konya,1564.34
09/09/2023,P018,Telefon,Elektronik,99.21,4,396.84,5287,Coşkun,Erkek,44,Ankara,3012.3
06/03/2024,P037,Fırın,Ev Aletleri,1457.34,12,7520.75939059395,4339,Bican,Kadın,52,İzmir,2752.7
14/06/2024,P082,Defter,Kırtasiye,1023.91,1,1023.91,3085,Özerdinç,Kadın,23,Gaziantep,167.64
23/05/2023,P032,Mouse,Elektronik,1465.63,18,7520.75939059395,5901,Şelâle,Erkek,58,Adana,1500.47
13/12/2023,P011,Kalem,Kırtasiye,1416.07,9,12744.63,4107,Savni,Kadın,48,Bursa,3646.53
04/09/2023,P037,Fırın,Ev Aletleri,251,13,3263.0,6241,Öktürk,Erkek,50,Ankara,2654.31
05/08/2023,P082,Defter,Kırtasiye,1118.58,12,13422.96,3898,Yazganalp,Kadın,18,Bursa,3950.76
13/11/2023,P032,Mouse,Elektronik,1282.78,7,8979.46,4796,Ümmet,Kadın,63,Konya,2872.98
14/07/2024,P097,Su Şişesi,Mutfak Ürünleri,1268.17,9,11413.53,2996,Eriş,Kadın,23,İstanbul,416.89
09/11/2022,P018,Telefon,Elektronik,703.29,4,2813.16,7390,Öryürek,Kadın,48,Antalya,3702.97
03/06/2024,P087,Kulaklık,Elektronik,1412.79,12,16953.48,2273,Tutkun,Erkek,62,İzmir,197.36
21/09/2024,P024,Bilgisayar,Elektronik,779.04,14,10906.56,3116,Öryürek,Kadın,19,Antalya,1880.15
03/11/2024,P032,Mouse,Elektronik,1058.36,12,12700.32,4122,Seyfullah,Kadın,44,Gaziantep,1363.99
05/02/2023,P010,Çanta,Giyim,750.57,2,1501.14,5990,Baltaş,Erkek,49,Ankara,699.27
09/11/2023,P097,Su Şişesi,Mutfak Ürünleri,1421.92,12,17063.04,9859,Dirlik,Erkek,62,Gaziantep,3755.06
09/02/2023,P011,Kalem,Kırtasiye,1232.92,16,19726.72,8411,Serma,Erkek,62,Konya,1994.81
13/08/2024,P097,Su Şişesi,Mutfak Ürünleri,347.24,19,6597.56,4981,Teber,Erkek,41,Gaziantep,3491.0
13/02/2023,P032,Mouse,Elektronik,662.32,6,3973.92,6636,Abdulkadir,Kadın,47,Konya,739.51
12/12/2023,P010,Çanta,Giyim,1094.84,2,2189.68,8793,Mevlüdiye,Kadın,38,İzmir,861.33
20/09/2023,P097,Su Şişesi,Mutfak Ürünleri,853.55,4,3414.2,1121,Berki,Kadın,50,Adana,3163.03
21/10/2024,P032,Mouse,Elektronik,465.05,19,8835.95,4333,Erkinel,Erkek,37,Adana,4873.59
24/04/2023,P097,Su Şişesi,Mutfak Ürünleri,68.87,3,206.61,7380,Müsemma,Kadın,67,Adana,1138.1
12/10/2023,P032,Mouse,Elektronik,330.27,1,330.27,3084,Vezat,Erkek,33,Bursa,2939.28
02/09/2024,P032,Mouse,Elektronik,34.6,9,7520.75939059395,1329,Günser,Erkek,49,İzmir,1244.5
26/05/2023,P082,Defter,Kırtasiye,01/11/1936 00:00,5,56.8,9993,Çapkan,Erkek,27,Antalya,3804.98
10/10/2023,P063,Klima,Elektronik,1082.63,12,12991.56,6282,Hekime,Erkek,36,Adana,3627.57
09/04/2023,P024,Bilgisayar,Elektronik,1300.11,15,19501.65,2902,Erdemer,Erkek,41,Ankara,1099.79
10/09/2023,P010,Çanta,Giyim,787.44,15,11811.6,3113,Nazende,Kadın,53,Gaziantep,504.64
10/12/2022,P063,Klima,Elektronik,352.67,8,2821.36,2782,Ahter,Kadın,47,Konya,1638.1
28/05/2023,P063,Klima,Elektronik,1455.93,3,4367.79,8765,Avşin,Erkek,63,Konya,110.6
31/10/2024,P082,Defter,Kırtasiye,1255.97,5,6279.85,8057,Bediriye,Erkek,69,Adana,4580.81
16/08/2023,P087,Kulaklık,Elektronik,569.82,6,3418.92,3481,Abdülcemal,Kadın,65,Ankara,3197.3
20/04/2023,P011,Kalem,Kırtasiye,1237.65,2,2475.3,9744,Hazine,Erkek,29,Adana,1533.96
22/10/2024,P018,Telefon,Elektronik,1103.35,9,9930.15,7088,Hanedan,Erkek,68,Bursa,4611.01
23/03/2023,P087,Kulaklık,Elektronik,1271.72,8,10173.76,5562,Fehmiye,Erkek,45,Ankara,1684.23
31/07/2024,P024,Bilgisayar,Elektronik,935.86,19,17781.34,8394,İldeş,Erkek,50,İstanbul,3057.25
15/02/2023,P097,Su Şişesi,Mutfak Ürünleri,47.46,12,569.52,6803,Rümeysa,Kadın,65,Gaziantep,2468.68
03/11/2023,P082,Defter,Kırtasiye,571.47,17,9714.99,5311,Emirşan,Kadın,60,Adana,111.21
23/08/2023,P018,Telefon,Elektronik,202.57,16,3241.12,4125,Güzey,Erkek,63,İstanbul,1426.92
10/01/2024,P018,Telefon,Elektronik,288.34,14,4036.76,7884,Ticen,Kadın,68,İstanbul,1424.31
14/12/2023,P032,Mouse,Elektronik,1258.13,17,7520.75939059395,6231,Mirbadin,Kadın,67,Gaziantep,2460.63
20/02/2024,P010,Çanta,Giyim,376.1,4,1504.4,5515,Balca,Erkek,27,Konya,798.26
11/02/2023,P082,Defter,Kırtasiye,186.95,2,373.9,7778,Tan,Kadın,65,Antalya,2155.78
31/01/2023,P087,Kulaklık,Elektronik,530.13,13,6891.69,9187,Arpağ,Kadın,54,Gaziantep,3270.93
20/06/2024,P024,Bilgisayar,Elektronik,1281.61,16,20505.76,1427,Oldağ,Kadın,57,Bursa,2697.58
29/08/2024,P011,Kalem,Kırtasiye,1001.69,15,15025.35,1169,Bariş,Kadın,62,Ankara,4530.12
05/09/2023,P087,Kulaklık,Elektronik,1059.77,8,8478.16,4780,Cangür,Kadın,25,İzmir,116.81
24/08/2023,P010,Çanta,Giyim,1097.89,4,4391.56,7522,Gümüştekin,Kadın,53,İzmir,1332.17
02/08/2023,P024,Bilgisayar,Elektronik,1359.25,17,23107.25,4814,Aytuna,Kadın,24,İzmir,4646.36
30/01/2023,P011,Kalem,Kırtasiye,890.14,2,1780.28,9504,Taylak,Kadın,64,Antalya,3196.77
24/02/2024,P063,Klima,Elektronik,221.69,6,1330.14,5581,Kibar,Erkek,42,Bursa,2677.8
13/11/2023,P087,Kulaklık,Elektronik,979.48,1,979.48,2542,Kefser,Kadın,22,Bursa,4644.53
18/01/2024,P010,Çanta,Giyim,412.27,19,7520.75939059395,2488,Hudavent,Erkek,35,Adana,3762.96
14/10/2023,P087,Kulaklık,Elektronik,575.75,12,6909.0,9098,Şuayp,Kadın,59,Bursa,2273.12
10/04/2024,P011,Kalem,Kırtasiye,1200.94,9,10808.46,7171,Karanbay,Erkek,35,Bursa,3116.94
19/05/2023,P018,Telefon,Elektronik,514.12,2,1028.24,2161,Canseven,Erkek,61,Gaziantep,3711.58
17/03/2024,P087,Kulaklık,Elektronik,854.03,1,854.03,2249,Şirivan,Erkek,59,Bursa,4774.71
25/10/2024,P024,Bilgisayar,Elektronik,461.54,13,6000.02,2367,Feyruz,Kadın,45,Bursa,197.55
16/09/2024,P024,Bilgisayar,Elektronik,512.65,9,7520.75939059395,4081,Akmaner,Erkek,35,İzmir,1661.0
27/06/2023,P087,Kulaklık,Elektronik,51.39,9,462.51,1749,Atılgan,Erkek,18,Antalya,1785.15
17/11/2022,P097,Su Şişesi,Mutfak Ürünleri,1321.78,5,6608.9,4818,Hakikat,Erkek,59,Ankara,2264.52
11/01/2024,P037,Fırın,Ev Aletleri,252.09,7,1764.63,8987,Atiyye,Erkek,69,Konya,2337.96
04/02/2023,P011,Kalem,Kırtasiye,1028.91,16,16462.56,2387,Zelha,Erkek,51,Konya,481.13
22/07/2023,P018,Telefon,Elektronik,225.21,13,2927.73,4916,Alabezek,Kadın,37,İzmir,2905.62
19/05/2023,P082,Defter,Kırtasiye,1019.2,2,2038.4,2634,Dorukhan,Kadın,33,Ankara,876.39
03/03/2024,P097,Su Şişesi,Mutfak Ürünleri,71.01,8,568.08,6235,Zilfa,Kadın,52,İstanbul,2537.18
28/04/2024,P037,Fırın,Ev Aletleri,1000.46,4,4001.84,9776,Haluk,Kadın,58,İstanbul,1171.11
03/10/2024,P024,Bilgisayar,Elektronik,630.84,15,9462.6,5440,Jaruthip,Erkek,46,Antalya,4832.41
06/08/2024,P018,Telefon,Elektronik,678.53,6,4071.18,6258,Boztaş,Kadın,43,İstanbul,2692.37
01/04/2024,P032,Mouse,Elektronik,397.09,9,3573.81,4652,Cannur,Erkek,62,Ankara,4377.27
08/08/2024,P018,Telefon,Elektronik,164.74,15,7520.75939059395,8382,Türkmen,Kadın,51,Bursa,567.69
06/09/2023,P087,Kulaklık,Elektronik,1490.72,6,8944.32,6840,Ecemiş,Erkek,60,İstanbul,1211.0
08/01/2023,P063,Klima,Elektronik,219.88,17,3737.96,4723,Filit,Kadın,53,Adana,552.29
24/04/2024,P024,Bilgisayar,Elektronik,434.74,16,6955.84,7974,Ecegül,Erkek,54,İstanbul,3321.73
17/09/2023,P011,Kalem,Kırtasiye,1350.93,3,4052.79,5478,Sadittin,Kadın,25,İstanbul,3369.21
14/04/2023,P037,Fırın,Ev Aletleri,447.61,4,1790.44,8291,Onurcan,Erkek,30,Konya,2985.75
17/05/2024,P010,Çanta,Giyim,1183.09,4,4732.36,4025,Aclan,Erkek,22,Antalya,1192.09
20/03/2024,P082,Defter,Kırtasiye,1200.29,1,1200.29,2460,Kutay,Erkek,36,Adana,246.87
14/12/2023,P087,Kulaklık,Elektronik,596.87,14,8356.18,6535,Aynımah,Kadın,50,Adana,2663.51
19/07/2024,P063,Klima,Elektronik,852.58,17,14493.86,2472,Ayasun,Kadın,22,Antalya,1451.92
11/01/2023,P082,Defter,Kırtasiye,1325.64,7,9279.48,3860,Bişar,Erkek,62,İstanbul,4428.3
11/01/2024,P097,Su Şişesi,Mutfak Ürünleri,953.73,4,3814.92,4799,Mefarettin,Erkek,59,Ankara,3929.3
21/12/2022,P082,Defter,Kırtasiye,93,6,558.0,2925,Nazlim,Kadın,23,Gaziantep,1611.56
14/10/2024,P082,Defter,Kırtasiye,253.21,18,4557.78,9886,Gülter,Erkek,21,Antalya,1313.57
28/07/2023,P097,Su Şişesi,Mutfak Ürünleri,987.27,2,1974.54,4367,Feza,Erkek,45,Gaziantep,4106.2
21/09/2023,P082,Defter,Kırtasiye,1173.32,6,7039.92,7513,Bayruhan,Erkek,21,Antalya,4659.17
26/12/2023,P037,Fırın,Ev Aletleri,1121.95,15,16829.25,1719,Sabih,Erkek,23,Gaziantep,2813.54
29/07/2024,P032,Mouse,Elektronik,297.72,10,7520.75939059395,1029,Ermutlu,Erkek,45,Antalya,4688.96
28/07/2023,P037,Fırın,Ev Aletleri,1086.16,18,19550.88,9407,Şazime,Kadın,54,Adana,1456.68
04/11/2024,P037,Fırın,Ev Aletleri,1299.17,8,10393.36,7499,Ensari,Kadın,62,Adana,947.27
30/01/2024,P011,Kalem,Kırtasiye,314.35,11,7520.75939059395,1368,Ongay,Erkek,65,Bursa,484.79
10/09/2024,P063,Klima,Elektronik,822.05,13,10686.65,6282,Hekime,Erkek,36,Adana,3627.57
10/12/2023,P018,Telefon,Elektronik,1075.22,10,10752.2,6191,Binbaşar,Erkek,25,Adana,1927.44
18/07/2023,P063,Klima,Elektronik,321.6,11,7520.75939059395,6273,Atanur,Erkek,27,İstanbul,2435.75
07/10/2024,P018,Telefon,Elektronik,993.8,4,3975.2,4047,Alcan,Kadın,33,Adana,763.12
07/02/2024,P018,Telefon,Elektronik,865.58,10,7520.75939059395,7901,Erdogan,Kadın,63,İstanbul,4334.16
06/02/2023,P097,Su Şişesi,Mutfak Ürünleri,94.2,12,1130.4,5997,Hümeyra,Kadın,27,Adana,4148.5
26/03/2024,P032,Mouse,Elektronik,584.53,7,4091.71,9992,Şefiye,Kadın,47,Gaziantep,542.09
28/03/2024,P087,Kulaklık,Elektronik,385.77,12,4629.24,3432,Duha,Kadın,51,İstanbul,3840.64
14/02/2023,P063,Klima,Elektronik,263.3,4,1053.2,9034,Sirap,Kadın,62,Adana,694.53
20/04/2023,P082,Defter,Kırtasiye,313.73,7,2196.11,6240,Nurgil,Erkek,69,Adana,2802.09
05/07/2023,P063,Klima,Elektronik,312.86,3,938.58,3092,Şahat,Erkek,37,Adana,1040.18
01/06/2023,P037,Fırın,Ev Aletleri,776.09,17,13193.53,1944,Basriye,Kadın,39,Gaziantep,2120.94
05/07/2024,P011,Kalem,Kırtasiye,468.49,2,936.98,2634,Dorukhan,Kadın,33,Ankara,876.39
02/07/2023,P018,Telefon,Elektronik,1066.16,17,18124.72,8963,Yurttaş,Kadın,42,Gaziantep,3107.56
26/05/2023,P082,Defter,Kırtasiye,199.98,5,999.9,6787,Akise,Erkek,22,Gaziantep,2479.25
06/07/2024,P018,Telefon,Elektronik,279.91,17,4758.47,3752,Okbay,Kadın,39,İstanbul,1572.85
06/05/2023,P097,Su Şişesi,Mutfak Ürünleri,1365.32,19,25941.08,7817,Abdülhadi,Kadın,63,Antalya,1493.4
22/11/2023,P018,Telefon,Elektronik,1051.13,1,1051.13,4884,Özger,Kadın,38,Konya,4421.38
27/02/2024,P010,Çanta,Giyim,839.75,16,13436.0,6645,Paker,Kadın,37,Adana,4662.01
19/04/2024,P018,Telefon,Elektronik,1486.4,11,16350.4,1540,Selâtin,Erkek,57,Antalya,1727.51
20/05/2023,P010,Çanta,Giyim,30/03/2024 00:00,1,,8853,Kırat,Kadın,50,İzmir,3620.07
07/08/2023,P097,Su Şişesi,Mutfak Ürünleri,336.7,19,6397.3,5350,Kerime,Kadın,55,Konya,3329.32
09/09/2024,P097,Su Şişesi,Mutfak Ürünleri,1455.82,4,5823.28,3808,Maşide,Erkek,44,İstanbul,1480.1
11/08/2024,P097,Su Şişesi,Mutfak Ürünleri,574.71,2,1149.42,7999,Tandoğdu,Erkek,54,Adana,2288.39
07/03/2023,P097,Su Şişesi,Mutfak Ürünleri,1037.73,19,19716.87,8840,Söyler,Erkek,68,İzmir,4718.29
25/06/2023,P024,Bilgisayar,Elektronik,1299.02,15,19485.3,9080,Dalkılıç,Erkek,59,İzmir,3460.29
31/03/2024,P032,Mouse,Elektronik,1171.24,16,18739.84,6487,Biltaş,Erkek,65,İstanbul,279.65
20/07/2023,P087,Kulaklık,Elektronik,871.77,12,10461.24,3979,Gülenay,Erkek,58,Konya,1822.22
10/03/2023,P032,Mouse,Elektronik,202.82,15,3042.3,3922,İrfan,Kadın,48,Ankara,968.81
28/05/2024,P018,Telefon,Elektronik,94.74,12,1136.88,9073,Baba,Erkek,21,İstanbul,4696.17
27/03/2023,P087,Kulaklık,Elektronik,703.06,13,9139.78,5419,Adila,Kadın,23,Antalya,1391.97
18/07/2024,P082,Defter,Kırtasiye,278.96,13,3626.48,9063,Tuğçe,Kadın,22,Gaziantep,936.5
03/02/2023,P082,Defter,Kırtasiye,1081.88,14,7520.75939059395,8400,Rehime,Erkek,42,İstanbul,2657.62
07/12/2022,P024,Bilgisayar,Elektronik,1071.21,1,1071.21,3286,Kanak,Erkek,51,Gaziantep,3465.8
10/01/2023,P097,Su Şişesi,Mutfak Ürünleri,586.46,1,586.46,6950,Ayçan,Erkek,36,Konya,4095.65
06/12/2023,P037,Fırın,Ev Aletleri,697.01,2,1394.02,2652,Erdursun,Kadın,18,İstanbul,352.08
05/12/2023,P063,Klima,Elektronik,106.87,7,748.09,1669,Özdoğdu,Kadın,45,Antalya,1319.07
15/08/2023,P018,Telefon,Elektronik,138.62,4,554.48,3986,Tolonbay,Kadın,43,İzmir,3429.07
21/06/2023,P010,Çanta,Giyim,332.68,1,332.68,8751,Ecemiş,Kadın,60,Gaziantep,3884.5
11/03/2024,P087,Kulaklık,Elektronik,1125.12,13,7520.75939059395,3373,Nerim,Kadın,43,Antalya,1117.15
03/11/2023,P032,Mouse,Elektronik,1241.76,14,17384.64,1916,Nurey,Kadın,29,İzmir,1820.23
27/05/2024,P010,Çanta,Giyim,1159.55,7,7520.75939059395,1150,Hiçsönmez,Erkek,47,Konya,1119.66
30/05/2024,P063,Klima,Elektronik,782.37,5,3911.85,4413,Cuheyna,Kadın,25,Bursa,4191.45
24/02/2023,P082,Defter,Kırtasiye,117.08,5,585.4,1493,Torhan,Kadın,42,Adana,4477.94
17/03/2024,P018,Telefon,Elektronik,820.38,19,15587.22,1483,Salkın,Erkek,52,Konya,3254.1
01/04/2023,P097,Su Şişesi,Mutfak Ürünleri,626.33,11,6889.63,9511,Tanses,Kadın,57,Antalya,592.07
10/07/2023,P097,Su Şişesi,Mutfak Ürünleri,717.24,4,2868.96,9766,Erinçer,Erkek,22,Konya,589.09
17/01/2024,P011,Kalem,Kırtasiye,382.17,18,6879.06,5065,Gülsü,Kadın,34,Bursa,522.97
21/07/2023,P037,Fırın,Ev Aletleri,861.13,14,12055.82,8953,Açıkel,Kadın,22,Adana,4607.39
18/12/2022,P010,Çanta,Giyim,739.54,16,11832.64,7849,Zülbiye,Kadın,30,Konya,4854.54
25/03/2024,P024,Bilgisayar,Elektronik,868.48,19,16501.12,2963,Eşref,Kadın,30,Antalya,933.1
04/06/2023,P018,Telefon,Elektronik,883.01,5,4415.05,2420,Onuker,Erkek,18,İstanbul,1185.94
13/04/2024,P024,Bilgisayar,Elektronik,257.63,12,3091.56,9789,İlbek,Erkek,42,Konya,4384.08
14/04/2024,P063,Klima,Elektronik,1099.18,9,9892.62,6278,Hasbek,Erkek,62,İzmir,3807.34
17/05/2023,P082,Defter,Kırtasiye,1440.04,19,27360.76,3887,Tolonbay,Erkek,31,İzmir,299.2
17/09/2023,P082,Defter,Kırtasiye,372.91,13,4847.83,9401,Sümeyye,Kadın,33,Adana,1553.9
27/04/2023,P032,Mouse,Elektronik,724.81,10,7520.75939059395,6794,Nuyan,Kadın,35,Konya,1041.79
25/05/2024,P010,Çanta,Giyim,1282.29,6,7693.74,3024,Nili,Erkek,58,Konya,2357.77
28/08/2024,P032,Mouse,Elektronik,734.36,12,8812.32,2255,Hurşide,Erkek,24,Konya,3199.69
14/11/2022,P082,Defter,Kırtasiye,227.34,7,1591.38,6274,Nüdret,Erkek,47,Gaziantep,3912.39
13/05/2024,P087,Kulaklık,Elektronik,465.38,13,6049.94,1544,Evrim,Kadın,27,İzmir,1205.68
10/06/2023,P032,Mouse,Elektronik,1350.81,14,18911.34,6027,Lâle,Erkek,68,Ankara,4834.63
07/12/2022,P010,Çanta,Giyim,1386.56,18,24958.08,2668,Yasemen,Erkek,53,Antalya,2362.59
27/04/2024,P011,Kalem,Kırtasiye,1278.72,5,6393.6,8199,Rumeysa,Erkek,29,Ankara,3117.16
25/09/2023,P018,Telefon,Elektronik,448.35,8,3586.8,4727,Yurdaser,Kadın,31,İstanbul,2925.92
06/03/2023,P082,Defter,Kırtasiye,811.5,4,3246.0,1998,Hafıza,Kadın,31,İzmir,809.84
05/10/2024,P082,Defter,Kırtasiye,817.58,14,11446.12,8939,Altınışın,Kadın,20,Gaziantep,4607.97
21/10/2024,P018,Telefon,Elektronik,915.1,15,13726.5,5360,Rezin,Kadın,55,Antalya,948.39
27/02/2023,P011,Kalem,Kırtasiye,1150.17,16,18402.72,7805,Hami,Kadın,20,Antalya,487.93
06/04/2023,P024,Bilgisayar,Elektronik,1373.86,13,17860.18,5928,İmge,Erkek,21,Antalya,2951.03
03/12/2022,P024,Bilgisayar,Elektronik,1434.25,5,7171.25,2474,Ushan,Erkek,27,Konya,1753.43
05/05/2024,P024,Bilgisayar,Elektronik,1254.79,10,12547.9,5688,Dursadiye,Kadın,19,İzmir,919.36
29/12/2022,P037,Fırın,Ev Aletleri,419.46,14,5872.44,4303,Ulu,Kadın,56,İzmir,4708.38
30/03/2023,P063,Klima,Elektronik,726.49,4,2905.96,9984,Afife,Kadın,41,Gaziantep,4879.58
05/03/2024,P087,Kulaklık,Elektronik,10/04/2024 00:00,14,140.56,7993,Milay,Kadın,64,Adana,110.16
11/12/2022,P032,Mouse,Elektronik,453.2,3,1359.6,8983,Sayin,Erkek,52,Ankara,3611.03
03/03/2024,P018,Telefon,Elektronik,1285.69,13,16713.97,3908,Afife,Kadın,69,Ankara,1709.05
08/06/2024,P087,Kulaklık,Elektronik,977.75,6,5866.5,3944,Lütfi,Erkek,43,Gaziantep,4913.23
14/11/2022,P032,Mouse,Elektronik,1322.09,19,25119.71,2215,Teybet,Kadın,52,İstanbul,1340.23
01/07/2023,P011,Kalem,Kırtasiye,1262.17,3,3786.51,6400,Yetişal,Kadın,24,Konya,850.81
29/11/2023,P082,Defter,Kırtasiye,1224.18,9,11017.62,2622,Umuşan,Erkek,26,Konya,2266.06
23/10/2024,P087,Kulaklık,Elektronik,50.31,15,7520.75939059395,5651,Ismık,Erkek,62,Antalya,4755.4
24/09/2023,P018,Telefon,Elektronik,174.72,3,524.16,3738,Mezide,Erkek,36,Adana,586.94
31/10/2023,P010,Çanta,Giyim,1256.21,14,7520.75939059395,9151,Mülâyim,Erkek,69,Adana,650.06
12/12/2022,P063,Klima,Elektronik,740.63,11,8146.93,5170,Güngören,Erkek,40,Konya,2692.95
13/12/2022,P032,Mouse,Elektronik,611.86,2,1223.72,2096,Akmaral,Erkek,54,Konya,1122.52
28/05/2023,P082,Defter,Kırtasiye,129.11,13,7520.75939059395,2220,Vefia,Erkek,32,Konya,4009.07
09/06/2023,P010,Çanta,Giyim,714.67,17,12149.39,7809,Tansığ,Kadın,18,Ankara,2834.52
12/01/2023,P032,Mouse,Elektronik,1021.44,10,10214.4,3373,Nerim,Kadın,43,Antalya,1117.15
26/03/2023,P011,Kalem,Kırtasiye,391.67,10,3916.7,9458,Serezli,Erkek,20,Gaziantep,239.09
03/09/2023,P097,Su Şişesi,Mutfak Ürünleri,983.62,12,11803.44,2506,Zihni,Erkek,49,İstanbul,1176.06
15/07/2024,P011,Kalem,Kırtasiye,1480.03,10,14800.3,3445,Şemsettin,Erkek,44,Gaziantep,583.96
26/06/2023,P087,Kulaklık,Elektronik,411.21,2,822.42,9742,Ufukay,Erkek,51,İstanbul,3676.48
06/06/2024,P024,Bilgisayar,Elektronik,1028.68,5,7520.75939059395,4546,Kalgay,Kadın,68,Antalya,2333.17
14/02/2024,P011,Kalem,Kırtasiye,271.58,9,2444.22,8975,Taşkan,Erkek,67,Ankara,634.04
20/08/2023,P018,Telefon,Elektronik,1302.2,8,10417.6,5231,Seniha,Erkek,61,Antalya,4391.75
08/10/2023,P037,Fırın,Ev Aletleri,1136.24,10,11362.4,8509,Rohat,Kadın,62,Adana,1205.55
13/01/2023,P037,Fırın,Ev Aletleri,909.6,15,13644.0,8955,Buyrukhan,Kadın,31,Bursa,4722.24
09/10/2024,P087,Kulaklık,Elektronik,1330.72,12,15968.64,9010,Uzbay,Erkek,53,Gaziantep,2145.83
27/04/2024,P037,Fırın,Ev Aletleri,740.54,6,4443.24,2153,Bahtinur,Erkek,57,İzmir,388.71
04/09/2023,P010,Çanta,Giyim,1068.76,10,10687.6,8335,Çeviköz,Kadın,54,Adana,2812.96
15/11/2022,P024,Bilgisayar,Elektronik,1350.75,3,4052.25,7175,Yeneral,Kadın,62,İstanbul,963.72
04/08/2023,P037,Fırın,Ev Aletleri,363.66,8,2909.28,2872,Şahıgül,Erkek,37,Gaziantep,2027.45
12/08/2023,P082,Defter,Kırtasiye,254.06,14,3556.84,1998,Hafıza,Kadın,31,İzmir,809.84
01/03/2023,P063,Klima,Elektronik,226.1,5,1130.5,3786,Tanyolaç,Kadın,61,Adana,4118.27
04/03/2023,P011,Kalem,Kırtasiye,1154.2,9,10387.8,9341,Ziyaettin,Kadın,40,Bursa,3214.07
25/10/2023,P032,Mouse,Elektronik,1385.82,6,8314.92,8821,Sadeti,Erkek,25,İstanbul,114.16
03/09/2023,P082,Defter,Kırtasiye,615.3,8,4922.4,1096,Hanbiken,Erkek,24,İzmir,1365.92
25/01/2023,P032,Mouse,Elektronik,173,12,2076.0,4876,Ulutay,Kadın,29,İstanbul,312.24
25/05/2024,P010,Çanta,Giyim,900.88,14,12612.32,3084,Vezat,Erkek,33,Bursa,2939.28
31/12/2022,P011,Kalem,Kırtasiye,212.26,17,3608.42,1581,Simber,Kadın,69,Gaziantep,2505.96
12/08/2024,P063,Klima,Elektronik,1126.7,17,19153.9,1856,Dağistan,Kadın,61,Antalya,2433.23
10/08/2024,P011,Kalem,Kırtasiye,354.35,7,7520.75939059395,4044,Danış,Kadın,34,Adana,620.11
15/02/2024,P037,Fırın,Ev Aletleri,1228.99,16,19663.84,3141,İde,Erkek,18,Adana,2682.5
10/07/2024,P037,Fırın,Ev Aletleri,650.19,6,3901.14,8768,Sadat,Erkek,20,Adana,861.13
10/08/2024,P087,Kulaklık,Elektronik,1119.23,9,10073.07,9528,Çağlar,Kadın,45,Antalya,4898.94
25/07/2023,P018,Telefon,Elektronik,400.78,19,7614.82,1522,Baba,Erkek,52,Antalya,4795.75
10/11/2022,P010,Çanta,Giyim,58.4,15,876.0,4074,Tuğcan,Kadın,57,Ankara,2320.75
22/03/2023,P010,Çanta,Giyim,618.58,16,9897.28,5038,Şahnuray,Kadın,40,İstanbul,897.19
15/10/2023,P032,Mouse,Elektronik,163.49,18,2942.82,8643,Gülçe,Kadın,42,Gaziantep,850.46
03/08/2023,P018,Telefon,Elektronik,214.47,16,3431.52,8414,Aytuna,Erkek,53,Ankara,4322.19
18/12/2023,P024,Bilgisayar,Elektronik,1427.64,5,7520.75939059395,5245,Meşhur,Erkek,44,İzmir,3865.83
25/04/2024,P010,Çanta,Giyim,1358.22,7,9507.54,6787,Akise,Erkek,22,Gaziantep,2479.25
12/02/2024,P032,Mouse,Elektronik,1076.85,14,7520.75939059395,1689,Vahittin,Kadın,56,İzmir,2978.22
27/09/2023,P097,Su Şişesi,Mutfak Ürünleri,334.24,12,4010.88,9571,Oktüremiş,Kadın,23,Ankara,3331.81
27/07/2024,P082,Defter,Kırtasiye,1224.11,18,22033.98,5079,Vafir,Erkek,48,İstanbul,1385.41
23/12/2022,P032,Mouse,Elektronik,1161.85,6,7520.75939059395,8444,Öğet,Kadın,63,Antalya,2738.2
14/11/2023,P010,Çanta,Giyim,16.66,4,66.64,1817,Şehreban,Kadın,51,İzmir,3517.1
23/06/2024,P010,Çanta,Giyim,831.62,1,831.62,3769,Erbay,Kadın,37,Bursa,1803.77
20/03/2023,P024,Bilgisayar,Elektronik,760.73,4,3042.92,5076,Ilgı,Erkek,54,Adana,2757.25
10/06/2024,P063,Klima,Elektronik,1317.72,4,5270.88,5993,Tevs,Kadın,47,İzmir,996.74
13/08/2024,P037,Fırın,Ev Aletleri,597.82,19,7520.75939059395,4127,Beyzade,Kadın,39,Konya,3608.84
02/01/2024,P032,Mouse,Elektronik,269.19,1,269.19,1745,Safinaz,Kadın,19,İzmir,4502.31
19/10/2024,P010,Çanta,Giyim,560.61,1,560.61,4319,Abdiş,Kadın,69,İstanbul,4587.93
14/09/2024,P018,Telefon,Elektronik,1363.58,14,19090.12,4783,Özlü,Kadın,68,Ankara,3294.19
13/05/2024,P032,Mouse,Elektronik,48.47,15,727.05,6617,Özger,Kadın,41,İzmir,2458.69
04/03/2023,P082,Defter,Kırtasiye,263.69,19,5010.11,5843,Cannur,Erkek,52,Adana,280.89
10/06/2024,P082,Defter,Kırtasiye,449.44,1,449.44,4466,Eryıldız,Erkek,68,Ankara,3838.46
14/06/2024,P024,Bilgisayar,Elektronik,584.3,1,584.3,4657,Abdulmenaf,Erkek,28,Bursa,3557.96
